GEOID,polygon_id,weight
34031246300,7174.0,1.0
34013020902,7174.0,0.9471417987425765
34013020902,7164.0,0.017661135274459987
34013020902,7173.0,0.03483174999645769
34013020902,7167.0,0.0003653159865057434
34013021602,7174.0,0.9761112968275995
34013021602,7164.0,0.00016189164364366977
34013021602,7172.0,0.011805721190021611
34013021602,7171.0,0.004900595009871095
34013021602,7169.0,0.00020777921851198542
34013021602,7170.0,0.006682617365358051
34013021602,7165.0,0.00013009874499414132
34013021300,7174.0,0.01977789056961867
34013021300,7172.0,0.9802221094303813
34013021802,7174.0,0.9434109742389785
34013021802,7170.0,0.0025530335808129283
34013021802,7166.0,0.05403599218020855
34013021803,7174.0,0.2957636170669963
34013021803,7171.0,0.14648868695649095
34013021803,7169.0,0.009276268313759984
34013021803,7170.0,0.45623018434715107
34013021803,7165.0,0.004554576233894393
34013021803,7166.0,0.0876866670817073
34013020400,7174.0,0.02490056647120394
34013020400,7173.0,0.9750994335287961
34013020901,7174.0,0.014585002072409278
34013020901,7164.0,0.7338070943325182
34013020901,7167.0,0.24517059071137712
34013020901,7165.0,0.0053054375298949895
34013020901,7168.0,0.001131875353800284
34013020500,7174.0,0.003745096415751997
34013020500,7173.0,0.9962549035842481
34013021702,7174.0,0.025992252163556172
34013021702,7164.0,0.01404535254030064
34013021702,7167.0,0.003301429608184614
34013021702,7165.0,0.702262406561413
34013021702,7168.0,0.2543985591265454
34031154002,7174.0,0.10041814006674245
34031154002,7172.0,0.8995818599332576
34027040102,7174.0,1.0
34013021801,7174.0,0.9836831462981696
34013021801,7167.0,0.0045704317561091655
34013021801,7165.0,0.003242740463032954
34013021801,7168.0,0.008503681482688374
34013021601,7174.0,1.0
34027041901,7174.0,1.0
34027040803,7174.0,1.0
34027041902,7174.0,0.021455249038739608
34027041902,7173.0,0.9785447509612605
34031124402,7095.0,0.9854491969632823
34031124402,7086.0,0.014550803036717679
34013013600,7095.0,0.8042496352484061
34013013600,7096.0,0.0013970290091266185
34013013600,7093.0,0.1463063260997342
34013013600,7088.0,0.003610206947667192
34013013600,7094.0,0.0444368026950659
34013013700,7095.0,0.42091713436433326
34013013700,7086.0,0.09753882616445858
34013013700,7091.0,0.06639274711787627
34013013700,7092.0,0.0003575593916926529
34013013700,7096.0,0.0019037316044096461
34013013700,7093.0,0.28712438816212404
34013013700,7088.0,0.0035080361649777493
34013013700,7087.0,0.11633610150774953
34013013700,7085.0,0.005921475522378264
34013013500,7095.0,0.07304011721793721
34013013500,7086.0,0.39215600259922945
34013013500,7088.0,0.34250582783098105
34013013500,7094.0,0.04744751860286343
34013013500,7087.0,0.11189076277917424
34013013500,7085.0,0.03198588677628615
34013013500,7159.0,0.0009738841935285958
34013013400,7086.0,0.0221199082648065
34013013400,7080.0,0.0012698329551448682
34013013400,7084.0,0.2208002038360339
34013013400,7083.0,0.13670887290161632
34013013400,7082.0,0.1465056713722897
34013013400,7085.0,0.34451803993933783
34013013400,7159.0,0.1280774707307708
34031124312,7075.0,0.9063644520118717
34031124312,7074.0,0.09363554798812834
34013016300,7075.0,0.7420136163819075
34013016300,7074.0,0.25454431476570794
34013016300,7080.0,3.5650032397488425e-05
34013016300,7073.0,0.0003251950670986305
34013016300,7077.0,0.0030812237528883095
34013016100,7075.0,0.17147626082791603
34013016100,7074.0,0.5543071600600955
34013016100,7073.0,0.27200944746355765
34013016100,7172.0,0.0022071316484308973
34013016200,7075.0,0.93721800557442
34013016200,7074.0,0.06278199442557997
34013016500,7075.0,0.515852729976427
34013016500,7073.0,0.1216190673937294
34013016500,7072.0,0.006836271718042378
34013016500,7077.0,0.026758372872540865
34013016500,7071.0,0.1715590036274369
34013016500,7070.0,0.0435895446049913
34013016500,7076.0,0.11378500980683223
34013016400,7074.0,0.15533056361230782
34013016400,7073.0,0.7860175282847155
34013016400,7134.0,0.005127976543885934
34013016400,7172.0,0.0061242755492927825
34013016400,7072.0,0.04739965600979791
34031154001,7074.0,0.2498038621780234
34031154001,7073.0,0.05584522960406922
34031154001,7172.0,0.6943509082179075
34031124322,7080.0,0.41352269716686535
34031124322,7084.0,0.5864773028331347
34013015400,7080.0,0.00019736333070480573
34013015400,7149.0,0.16658423325383123
34013015400,7148.0,0.30803438320519105
34013015400,7152.0,0.011605868288253052
34013015400,7151.0,0.4242878834240971
34013015400,7147.0,0.0035508394907031848
34013015400,7144.0,0.02022539960769793
34013015400,7146.0,0.03764789771712573
34013015400,7150.0,0.019843682799887855
34013015400,7089.0,0.0006651535121927089
34013015400,7079.0,0.007357295370315394
34013014800,7080.0,0.9272978824792892
34013014800,7089.0,0.00867712128011832
34013014800,7077.0,0.02890824305009235
34013014800,7081.0,0.03511675319049994
34013014900,7080.0,0.9533451065977415
34013014900,7089.0,0.0276497646977204
34013014900,7083.0,0.0023169420215801207
34013014900,7082.0,0.010687613296470925
34013014900,7090.0,0.006000573386486914
34013015000,7080.0,0.6949958365096162
34013015000,7151.0,0.0007909726911252704
34013015000,7089.0,0.03866966887591938
34013015000,7077.0,0.0002695803772874858
34013015000,7081.0,0.2652739415460519
34013016000,7080.0,0.0078835952777347
34013016000,7148.0,0.001088630240686287
34013016000,7151.0,0.0019610052873616406
34013016000,7147.0,0.1775386723645266
34013016000,7146.0,0.00841334184965028
34013016000,7079.0,0.11629226299046137
34013016000,7077.0,0.30426519365161203
34013016000,7069.0,0.031498781064662654
34013016000,7068.0,0.10101183843125308
34013016000,7071.0,1.1929329865981413e-06
34013016000,7070.0,0.0037354692067167283
34013016000,7066.0,0.0035539881699542387
34013016000,7067.0,0.09811051718391632
34013016000,7078.0,0.1424087507337058
34013016000,7064.0,0.0022367606147717157
34013021000,7164.0,0.03813121584244367
34013021000,7163.0,0.3361639918334196
34013021000,7162.0,0.12271118901900685
34013021000,7161.0,0.5029936033051299
34013017301,7164.0,0.05995378793160114
34013017301,7163.0,0.018851757791731434
34013017301,7162.0,0.061695548619311126
34013017301,7141.0,0.011113343382295696
34013017301,7140.0,0.8483855622750606
34013021701,7164.0,0.0003320007524829445
34013021701,7169.0,0.46661495136270525
34013021701,7170.0,0.020970049551077348
34013021701,7165.0,0.5056269258574704
34013021701,7166.0,0.006456072476264066
34013017302,7173.0,0.9091388292637178
34013017302,7141.0,0.012076734809952987
34013017302,7140.0,0.07878443592632911
34013018000,7173.0,0.07495740320229667
34013018000,7132.0,0.4943745485432959
34013018000,7131.0,0.42187598112690566
34013018000,7120.0,0.008792067127501768
34013020100,7173.0,0.4051564560793492
34013020100,7129.0,0.5948435439206509
34013020600,7173.0,0.9985142213703905
34013020600,7129.0,0.001485778629609509
34013020800,7173.0,1.0
34013020700,7173.0,1.0
34013020000,7173.0,0.3410967114918111
34013020000,7129.0,0.6584959291403804
34013020000,7128.0,0.0003226722227034493
34013020000,7130.0,8.46871451051123e-05
34013017400,7173.0,0.002641607773968762
34013017400,7136.0,0.003513910215424299
34013017400,7141.0,0.18118877842924733
34013017400,7140.0,0.7166116792358016
34013017400,7132.0,0.03721293232545872
34013017400,7131.0,0.020547514850471536
34013017400,7139.0,0.027781802756974137
34013017400,7138.0,0.010501774412653568
34027042600,7173.0,1.0
34013021200,7162.0,0.2918428524335549
34013021200,7161.0,0.04887051221477287
34013021200,7134.0,0.15320075467213917
34013021200,7137.0,0.001057774111720938
34013021200,7135.0,0.3292882519367175
34013021200,7136.0,0.17573985463109454
34013021100,7161.0,0.11828899237972464
34013021100,7073.0,0.00673656962054863
34013021100,7160.0,0.0013383982135159208
34013021100,7134.0,0.7419205811424935
34013021100,7172.0,0.04216259436875379
34013021100,7072.0,0.0003298729901579381
34013021100,7133.0,0.08922299128480554
34013021400,7073.0,0.025003338563841307
34013021400,7160.0,0.03818476456880981
34013021400,7134.0,0.00022593846456250505
34013021400,7172.0,0.9365859584027864
34013016900,7134.0,0.0010176250340984659
34013016900,7072.0,0.06868990858035967
34013016900,7137.0,0.8633050482075889
34013016900,7135.0,0.006105086019870686
34013016900,7065.0,0.06088233215808231
34013016800,7072.0,0.6074495984793845
34013016800,7070.0,0.18709097645603293
34013016800,7065.0,0.20295807779681105
34013016800,7066.0,0.002501347267771486
34013016600,7072.0,0.6724204156736033
34013016600,7071.0,0.004571011956584116
34013016600,7070.0,0.3230085723698125
34013017500,7137.0,0.0022912748869488137
34013017500,7140.0,0.0004985751311934757
34013017500,7132.0,0.005211688172087817
34013017500,7131.0,0.3519391476407048
34013017500,7139.0,0.557148207205847
34013017500,7138.0,0.05301129060596859
34013017500,7062.0,0.02989981635724968
34013017600,7137.0,0.047998072206943236
34013017600,7065.0,0.003969965855829654
34013017600,7139.0,0.10297886222520457
34013017600,7138.0,0.009591861706007366
34013017600,7062.0,0.8354612380060151
34013017000,7137.0,0.201187209015276
34013017000,7065.0,0.6832557060491578
34013017000,7066.0,0.11555708493556623
34039032200,7032.0,0.2409783707580735
34039032200,7033.0,0.7590216292419265
34039032300,7032.0,0.016518984722285104
34039032300,7033.0,0.18345902224005814
34039032300,7038.0,0.6490907086702168
34039032300,7037.0,0.15093128436743997
34013004802,7032.0,1.0
34013004801,7032.0,0.7277916625595914
34013004801,7033.0,0.03307145659078915
34013004801,7034.0,0.23913688084961948
34013004700,7032.0,0.6922165668112736
34013004700,7033.0,0.3077834331887264
34013004900,7032.0,0.5945948657669874
34013004900,7033.0,0.4054051342330126
34013005000,7032.0,0.0023428234855961973
34013005000,7034.0,0.9037074503960056
34013005000,7036.0,0.0939497261183981
34013005200,7033.0,0.0002467457529215512
34013005200,7035.0,0.2581482679434529
34013005200,7034.0,0.7416049863036256
34013012700,7033.0,1.3352317653202067e-05
34013012700,7038.0,0.7844322837990749
34013012700,7037.0,0.21555436388327184
34013005100,7033.0,0.42915055563618065
34013005100,7034.0,0.5708494443638192
34013004300,7033.0,0.10015654771095236
34013004300,7037.0,0.0012681158413835652
34013004300,7034.0,0.8985753364476641
34013004400,7033.0,0.3422181856727865
34013004400,7034.0,0.6577818143272135
34013004500,7033.0,1.0
34013004600,7033.0,1.0
34013005300,7033.0,0.08857476009238682
34013005300,7035.0,0.3828137984107959
34013005300,7034.0,0.5286114414968173
34039032600,7038.0,0.17134161389399327
34039032600,7044.0,0.6713535907557754
34039032600,7039.0,0.15730479535023123
34013012000,7038.0,0.1829952696807164
34013012000,7044.0,0.3454735123519125
34013012000,7039.0,0.25760056564010947
34013012000,7045.0,9.15425715850553e-06
34013012000,7040.0,0.21392149807010305
34013011900,7038.0,0.16082990479982096
34013011900,7037.0,0.09679863332060536
34013011900,7041.0,0.003950753921001956
34013011900,7042.0,0.7384207079585716
34013012400,7038.0,0.37072051024421543
34013012400,7041.0,0.5803509853010009
34013012400,7040.0,0.02476099917149596
34013012400,7042.0,0.024167505283287673
34013012800,7038.0,0.5073274536754965
34013012800,7037.0,0.49267254632450347
34013012900,7038.0,0.2847736631690743
34013012900,7037.0,0.7152263368309256
34013012600,7037.0,0.029446278094047262
34013012600,7042.0,0.9567087623528708
34013012600,7107.0,0.013844959553081812
34013013000,7037.0,0.2464502398078478
34013013000,7042.0,0.7535497601921523
34013013100,7037.0,0.9527324945457489
