polygon_id,GEOID,weight
604.0,06019003600,0.8206695120107849
604.0,06019003500,0.17933048798921514
8034.0,06019003600,0.15941763159930816
8034.0,06019003500,0.32404566934072715
8034.0,06019002200,0.40909149561547536
8034.0,06019002100,0.00872958048750277
8034.0,06019002300,0.09871562295698648
610.0,06019003600,0.1509296070726293
610.0,06019002200,0.2147283347664745
610.0,06019002100,0.5753591650940975
610.0,06019002300,0.04792851694270444
610.0,06019003701,0.008140748682870264
610.0,06019002000,0.0029136274412241104
607.0,06019003600,0.030534848584559935
607.0,06019003500,0.2217919705018127
607.0,06019004901,0.3343555136521138
607.0,06019004801,0.14515781976911282
607.0,06019004902,0.013173939780174776
607.0,06019002300,0.18714455081987588
607.0,06019005100,0.006291778145799085
607.0,06019002400,0.061549578746551
629.0,06019003500,1.0
609.0,06019003500,1.0
605.0,06019002200,1.0
612.0,06019002200,0.0018459629578768428
612.0,06019002100,0.0008336456551866679
612.0,06019002300,0.12684020569226626
612.0,06019002702,0.0001307703266004847
612.0,06019002601,0.1702178445236378
612.0,06019002602,0.03822040428415548
612.0,06019002800,1.9222856587216162e-06
612.0,06019002701,0.0007805216022391154
612.0,06019000501,0.0459796278368183
612.0,06019000400,7.49490452962703e-05
612.0,06019002400,0.19540842673186967
612.0,06019000700,0.013413624384606035
612.0,06019000600,0.24307445699760827
612.0,06019000502,0.1570429421311249
612.0,06019000100,0.00597908550720701
612.0,06019002502,0.00015561003784830363
608.0,06019004901,0.432668019225367
608.0,06019004801,0.011064255119211336
608.0,06019004902,0.5562677256554217
615.0,06019002904,0.010736364001154882
615.0,06019002905,0.05812832573087684
615.0,06019002903,0.00023251146560553462
615.0,06019002702,0.023602011296810575
615.0,06019002601,0.0011304941569956995
615.0,06019002602,9.464846253415606e-05
615.0,06019002800,0.0016533074083258043
615.0,06019002701,0.9044223374776964
614.0,06019002905,0.006920879633801515
614.0,06019002601,5.2300585453170614e-05
614.0,06019002800,0.481069609371826
614.0,06019002701,0.027261470990254544
614.0,06019002502,0.283809231256209
614.0,06019002501,0.20073114400940736
614.0,06019002906,0.0001553641530484372
617.0,06019002903,0.0029348536222241974
617.0,06019002702,0.0028468367810979473
617.0,06019001301,0.5156000326592116
617.0,06019001407,0.4786182769374662
619.0,06019002702,0.006165452657129405
619.0,06019002602,0.9752258227874511
619.0,06019000501,0.018608724555419585
616.0,06019002702,0.3283736456979881
616.0,06019002602,0.11942156229694052
616.0,06019000501,0.0006619961324008974
616.0,06019000400,0.22351354445604202
616.0,06019001303,0.0008915368065565931
616.0,06019001304,2.901375260300338e-05
616.0,06019001301,0.3271087008574689
613.0,06019002601,0.0004764637613934942
613.0,06019002400,0.03072520104182742
613.0,06019002502,0.6832598918389545
613.0,06019002501,0.28553844335782463
620.0,06019000501,1.0
606.0,06019000400,1.0
627.0,06019000400,0.015101139733846511
627.0,06019000700,0.13656857374592993
627.0,06019000902,0.06983049229087875
627.0,06019000300,0.41112714075304246
627.0,06019001100,0.29483635776124845
627.0,06019000200,0.0725362957150538
622.0,06019000400,0.9652920442975512
622.0,06019001303,0.034707955702448896
626.0,06019000400,0.09456574162490185
626.0,06019000700,0.03306867096764492
626.0,06019000902,0.004758295808968903
626.0,06019000300,0.1766981599659437
626.0,06019000200,0.6909091316325408
628.0,06019000400,0.0011740413405293877
628.0,06019000902,0.9272585728556553
628.0,06019000300,0.01353603500344047
628.0,06019001100,0.05199142203762944
628.0,06019000901,0.006039928762745374
623.0,06019000400,0.805527557531964
623.0,06019000600,0.19447244246803586
624.0,06019002000,1.0
625.0,06019002000,0.9885406238952769
625.0,06019000700,0.011459376104723225
7761.0,06037141302,0.1398449794655437
7761.0,06037141600,0.1316020666297296
7761.0,06037141102,0.10026917214343799
7761.0,06037141202,0.18747712605226105
7761.0,06037141304,0.12078307772341058
7761.0,06037143902,0.059586703979927214
7761.0,06037141700,0.2604368740056899
7760.0,06037141302,0.0017780092911531525
7760.0,06037141102,0.17209029071186022
7760.0,06037141202,0.023128966343359366
7760.0,06037141304,0.129323925739826
7760.0,06037143902,0.04460725676150673
7760.0,06037128702,0.023228560861980142
7760.0,06037143500,0.0012875727705623117
7760.0,06037141303,0.11451911484213952
7760.0,06037141101,0.1605354819419672
7760.0,06037141201,0.2977204633045382
7760.0,06037128910,0.03178035743110721
7775.0,06037461200,0.4159531009820683
7775.0,06037461300,0.3912337473292793
7775.0,06037462500,0.0004888127896884536
7775.0,06037460100,0.19232433889896408
7774.0,06037461200,0.09434355260953659
7774.0,06037460100,0.9056564473904634
7773.0,06037461200,0.4002846266297768
7773.0,06037461300,0.2419931739329274
7773.0,06037460100,0.03347235960810999
7773.0,06037461400,0.3242498398291858
7809.0,06037461200,0.10991127330728456
7809.0,06037461300,0.2318629648117899
7809.0,06037462500,0.1424108394604454
7809.0,06037462600,0.2550947736036679
7809.0,06037461400,0.00125142868451142
7809.0,06037462700,0.09856955598775084
7809.0,06037462301,0.010602109547656887
7809.0,06037462400,0.15029705459689296
7843.0,06037461300,0.0005610288949565026
7843.0,06037460900,0.09074541114719012
7843.0,06037461000,0.006018719864708263
7843.0,06037461400,0.01298843449814404
7843.0,06037462400,0.041800437838918875
7843.0,06037461100,0.00545584620506939
7843.0,06037461502,0.24848430356959747
7843.0,06037461901,1.0446883354004796e-05
7843.0,06037462002,0.054793772030194345
7843.0,06037462201,6.9734951061203524e-06
7843.0,06037462100,0.23011457553602951
7843.0,06037461501,0.22215009674222908
7843.0,06037462001,0.08686995329450223
7810.0,06037461300,0.12961663020973013
7810.0,06037462500,0.02202823466133042
7810.0,06037461400,0.4245757337274569
7810.0,06037462400,0.42377940140148257
7808.0,06037462500,0.3384811443927322
7808.0,06037462600,0.3696310197908556
7808.0,06037462800,0.2918878358164121
7807.0,06037462500,0.40459330220103024
7807.0,06037462600,0.0690890281563595
7807.0,06037462800,0.0639541399259422
7807.0,06037462700,0.15046141387338194
7807.0,06037462900,0.3119021158432861
7767.0,06037462800,0.14142707756016878
7767.0,06037461700,0.006244330855802012
7767.0,06037461600,0.0021267935293270064
7767.0,06037462700,0.2056458939811808
7767.0,06037462301,0.13418795729052144
7767.0,06037462400,0.0020144322851661277
7767.0,06037461901,0.19170856957856933
7767.0,06037462201,0.1183432363691365
7767.0,06037462100,0.0008214459946046238
7767.0,06037462001,1.6895122765180264e-05
7767.0,06037461902,0.03040698663715622
7767.0,06037462202,0.0477438752407978
7767.0,06037462302,0.11931250555480417
8025.0,06037460800,0.5337744968125754
8025.0,06037461700,0.007055576025003723
8025.0,06037480600,0.022420468806464623
8025.0,06037463700,0.010384778862264308
8025.0,06037463800,0.2672700284124918
8025.0,06037463900,0.15909465108120024
7608.0,06037460800,0.01656871800522339
7608.0,06037463800,0.9613308108648834
7608.0,06037181000,0.00044408584136199
7608.0,06037181500,0.021656385288531196
7763.0,06037460800,1.0
7768.0,06037461700,0.3673271775712433
7768.0,06037460401,0.06897713765877027
7768.0,06037460900,0.3848751333016385
7768.0,06037461000,0.12831752958467288
7768.0,06037461600,0.050503021883675184
7606.0,06037461700,0.06086496915955796
7606.0,06037480600,0.021201896851610762
7606.0,06037463700,0.5122625879913568
7606.0,06037463900,0.4056705459974745
7766.0,06037461700,0.038442825977995
7766.0,06037460900,0.30889520309003565
7766.0,06037461600,0.4850265646736715
7766.0,06037461502,0.019019841721360526
7766.0,06037461901,0.0015158185749866763
7766.0,06037462002,0.10139148092171502
7766.0,06037462001,0.045708265040235764
7607.0,06037461700,0.28788307964459653
7607.0,06037463700,0.5224500021023895
7607.0,06037463900,0.1651127996004436
7607.0,06037461600,0.0019263447411909677
7607.0,06037463602,0.02262777391137943
7840.0,06037480600,0.009278137461936075
7840.0,06037464100,0.7332882102622229
7840.0,06037464200,0.14746633199415066
7840.0,06037463400,0.05326692856196388
7840.0,06037463500,0.0038665659621644833
7840.0,06037464000,0.05155018872815783
7840.0,06037480500,0.001283637029404135
7605.0,06037480600,0.5120399047269203
7605.0,06037463700,0.07437648988960797
7605.0,06037463900,0.41242895375495947
7605.0,06037480703,0.0011546516285123284
7602.0,06037480600,0.06592943021118088
7602.0,06037464100,0.002079922713804842
7602.0,06037480500,0.2266652517962954
