,total_pop,households,median_age,median_income,income_per_capita,gini_index,housing_units,renter_occupied_housing_units_paying_cash_median_gross_rent,owner_occupied_housing_units_lower_value_quartile,owner_occupied_housing_units_median_value,owner_occupied_housing_units_upper_value_quartile,median_year_structure_built,median_rent,percent_income_spent_on_rent,bachelors_degree_or_higher_25_64,aged_65_or_older_normalised,aged_17_or_younger_normalised,multi_unit_structures_normalised,poverty_normalised,households_public_asst_or_food_stamps_normalised,black_pop_normalised,asian_pop_normalised,hispanic_pop_normalised,amerindian_pop_normalised,white_pop_normalised,other_race_pop_normalised,female_pop_normalised,not_us_citizen_pop_normalised,married_households_normalised,family_households_normalised,housing_units_renter_occupied_normalised,vacant_housing_units_normalised,vacant_housing_units_for_rent_normalised,vacant_housing_units_for_sale_normalised,mobile_homes_normalised,group_quarters_normalised,housing_built_1939_or_earlier_normalised,housing_built_2004_or_later_normalised,children_in_single_female_hh_normalised,rent_burden_not_computed_normalised,rent_under_30_percent_normalised,rent_30_to_50_percent_normalised,rent_over_50_percent_normalised,aggregate_travel_time_to_work_normalised,walked_to_work_normalised,worked_at_home_normalised,no_car_normalised,no_cars_normalised,commuters_by_subway_or_elevated_normalised,commuters_by_bus_normalised,commuters_personal_transport_normalised,education_high_school_or_less_normalised,education_less_than_bachelors_normalised,education_bachelors_degree_normalised,education_graduate_degree_normalised,income_less_14999_normalised,income_15000_24999_normalised,income_25000_34999_normalised,income_35000_59999_normalised,income_60000_99999_normalised,income_100000_199999_normalised,income_200000_or_more_normalised,million_dollar_housing_units_normalised,mortgaged_housing_units_normalised,owner_occupied_housing_units_normalised,employed_pop_normalised,unemployed_pop_normalised,pop_currently_unmarried_normalised_0.0
0,0.0031965142336069655,0.051913476703081406,0.017088047015762657,0.0016954296984492219,-0.0033321264454642743,0.022895696274718685,0.0034125989305242724,0.008185592067294745,-0.031692484884793204,-0.03147145455781684,-0.004608544471009476,-0.09785235579114808,0.023331434839459285,-0.009042706022302179,0.06812234954737315,-0.0051900008694000235,-0.009392156368122344,0.07563411138396724,0.056812537045913665,0.011381106471135199,-0.09705601984010916,-0.02523549317068017,-0.08981180408596598,0.006648401282551754,-0.03222061897808953,0.00062325205453497,0.032523807136028794,-0.01757546599876885,0.03223931088154526,-0.0021255372794584644,0.0035958567443754173,0.0504528644951238,0.006676096227465868,0.03392202456174833,0.0027003728505595173,0.0014629934234046036,-0.24678923924722562,-0.05269781953375458,-0.013147909026109475,-0.011193310156266508,-0.015120384395990992,0.002119674602509601,0.003090173148265105,0.011158602987683366,-0.02444863463303004,-0.014535195921132378,0.003255812904647718,0.00047815688046350704,-0.06841511400433581,0.006032981153395233,-0.06254614077407512,0.05397751264593489,-0.01559688692329449,0.006359241548369558,0.06339487050413488,0.02116016629336601,0.00569327865609475,-0.00800669241943478,-0.013606600591668261,-0.006267501359687026,-0.0014409413781745876,0.014424814789877657,0.0006416085385236008,-0.012042566310472931,-0.0009172751258010224,-0.005288640464505938,-0.006043080675968941,0.0
1,0.0036607008414204904,0.0009210959884490932,-0.03946450487751779,-0.005806733061057381,-0.0016034204944786051,0.042459844810940894,-7.483394529878712e-05,-0.012991382485619124,-0.00037350961143826824,-0.003974774337633484,0.0038847388654251044,0.017183034223947662,-0.013311920314955058,-0.0015652521928730201,-0.029820548650411643,-0.018256071561674945,-0.006336174511780968,0.07736126214295755,0.0006137434378383132,-0.04758615961085556,0.004642184852374463,0.055951755753836166,0.045716028298531636,0.0006272467751181571,0.010610243952833352,0.026288123575883567,0.006167746678831832,0.00030482069073467966,-0.01106727436305687,-0.0058291544239771715,-0.0005469246716678848,-0.01064611173925211,0.009049379653307547,0.00023643817158856394,0.000573423983322446,-0.00996386093231985,-0.0865591072212587,-0.008285218269960632,0.007936501448172439,-0.00948648140651987,-0.00891821049033362,0.016247382896211447,-0.008867342491453793,-0.02096830769312149,0.02474491759007186,0.030818135269897177,-0.03571014952059116,-0.009781558858219202,-0.029780443785668232,-0.0025182945195765783,-0.05643926386620645,0.05924976503344948,0.004981911251547283,-0.006387510183810712,-0.017000875519975724,0.011225323294222631,-0.001839083571839166,0.00578300017970339,0.0011386522746728296,-0.01209586355637024,0.004278851824564805,0.023704874094064174,-0.0005822702888787323,0.01264499933348068,-0.0017307775773212097,0.013057411522007073,-0.0002214190192110508,0.0
2,-0.0008169891550765013,0.035828642984132554,-0.004706744166592366,0.0005997669027042699,-0.028211414280076955,0.02292503879323508,0.007460216766680531,-0.07890322850767488,-0.00178344132358965,0.017020418442690022,0.002391455675261457,-0.07564326484982337,-0.03159158604550894,-0.014391275427972307,0.05225700714112725,0.039262435870087306,0.01607263660206832,-0.26507186462592686,0.007627856457770091,0.010389560451350336,0.00817895161289503,0.06660703731278057,0.03458595377086434,0.004548206140513965,0.007198506902094886,-0.00973722548250847,0.0214127108226523,0.010548896393431328,-0.005765016831104648,0.013685841705063156,0.02324191665508016,-0.008355297028159974,0.002780668165188537,-0.0065002344359520806,0.000573423983322446,0.0003679391490584125,-0.11727504772380237,0.006935191009500568,-0.03343781454141217,0.0013614061770338558,0.017657216348380956,0.011927702312370043,-0.06399160604697003,-0.011835658951651744,-0.02173670943431479,-0.01489469951855366,0.021558687420025934,-0.012693722628303834,-0.0040532822135435145,-0.013767041952965794,0.02153809574367245,0.05314688671920763,-0.0026645177230346095,-0.015711865624381215,-0.006947924337967321,-0.04978481314254971,0.0005168917044719941,-0.0356090048650338,-0.01718130881625906,-0.010221305492056045,-0.0026684001670710515,-0.012972705649481192,0.004636829526619534,0.00021977370204376398,0.0019481479044931927,-0.01355563737460344,-0.002581005236326194,0.0
3,0.009780467917960257,-0.02529369911565843,0.05252568100560257,0.0016982772986619864,0.008617461559413172,-0.03898625620169882,0.0022239602354698317,-0.016603126809029558,0.0020811831931329314,0.0006911564091887799,0.0025676630515541017,0.06000118024834653,-0.013269501013359481,-0.0030061391431436503,-0.02506721348602118,0.02169501719644093,0.0017309337411608415,-0.016085005779516486,0.006075290913443397,0.016819510272646304,0.0019950802981662102,0.0494643356405224,0.03221214087206203,0.0015451170480888224,0.004677268297774489,0.00812530790925619,0.005702896391040787,0.000376521869468952,-0.018249224914770903,-0.019656559586848213,-0.0009881615270447516,-0.011248035675811667,0.0007004003766604922,-0.0011406482433395989,0.0007736150679260889,0.006347393007697894,0.004925679544739344,-0.000884275168919291,-0.01790067619728441,-0.004306249151222359,-0.018617001713492176,-0.00047039872453620286,0.003339644632109177,0.042453518762184894,-0.010180913503903292,0.012176041974942795,-0.061761257335468896,0.000609263219908962,-0.021938436509112917,-0.014083080427117624,-0.03628274735853079,0.05837427361420057,0.018060461374599913,0.004464158182851648,0.0793106436282696,0.01560222105318483,-0.0016585436857662135,0.009289803859927023,-0.004994011968145105,-0.008813964539137884,-0.00566719396258502,-0.00155420171211198,0.0020684069950386713,0.01724679753212881,0.009349996083732794,0.0018672572778507084,0.012666186154600006,0.0
4,0.020689430573621326,-0.0330568237879567,0.039196908653424095,0.013723080215340926,-0.002913487558877565,0.005942294193417861,-0.018548659973648383,0.017622300513749037,-0.004965252715172018,-0.005221181462189596,-0.003928142288255692,0.21947719517521022,0.023665462460846637,-0.0003668841668940748,0.03561229367556355,0.010967869520069262,0.000839805785451256,-0.07127823459027141,0.036369728760282286,0.011354761429603706,0.06141997664735964,-0.02459170676248045,0.023699188512819516,-0.007200108822854769,0.006424370499410936,0.0024541174707446156,-0.009751781494709249,-0.025431251228660988,0.038993176562691856,-0.006810923206230225,-0.003384005945308584,-0.00225754082800868,-0.04339108496888514,-0.0010050994982871953,0.007923074706687376,-0.0082871258829256,0.12110552440410678,-0.019138088328664704,0.022475999124715398,0.013117657833626997,0.016148526533536062,-0.002804991637042984,-0.0037738933342441184,-0.00864462416349553,-0.03905347241771478,0.02897313357594544,0.005341383405612905,0.0007486649809937999,-0.016904419057783466,0.005623670586624042,-0.02713112461180143,0.06692782795098665,0.06255316370488632,-0.029215706773514035,0.05895130262791624,0.020620911619520076,-0.0009334291392030689,-0.01052654452972956,-0.018385577266241602,0.022463139714616418,-0.004470231829523695,0.0015770244660918214,-0.0008087582753013189,0.0028865826244397607,2.5806310982168365e-05,-0.0008023945481392685,-0.007028578423938351,0.0
5,0.005968542369161039,0.026536933097003855,-0.1780329461621058,0.0063337507635977935,0.026275833283930808,-0.06211343091341717,2.566454743762616e-05,-0.014756482228095292,-0.059473754911651314,0.0076823057135964445,-0.0011338562494189067,-0.1435132409454821,-0.012549358441132558,0.036412752040613686,-0.051576842139325,-0.1250136222445145,-0.004928174532655262,0.07007259736505322,-0.03611223081536726,-0.06519154561035655,0.013469606639803977,-0.018458485152677017,-0.03895734244685482,0.00020682212148080405,-0.016854365310645984,0.0020175821503438315,0.0021430211853147607,-0.02799134771791787,-0.09245789229335048,-0.017387016190591666,-0.05901381548747403,-0.01570817373702993,0.004026939804175033,-0.004295791889137155,0.008495788550269627,0.010513597040136522,-0.016245596586373243,-0.051925431309685105,-0.01539657946806914,0.006333623294718165,-0.0779126458099655,0.009013759582106881,-0.018889357100764226,0.027594651067207356,-0.06415708288124826,-0.03983771095957072,-0.07511596440882697,-0.02857721096621492,-0.060389278248193866,0.02401739479346506,-0.0796950229150913,-0.17965793000059121,-0.021212397070795325,-0.01592989627696919,-0.1379757981286748,-0.013394056101526794,0.0038556064503078285,0.0029588967933704786,-0.0034024567933094163,0.00474967372170037,-0.006885338436516309,-0.027161778248572264,0.005385563968494096,0.018537175073723294,-0.024632590948696822,-0.012296656387713505,-0.02223917101716274,0.0
6,0.00047461314767356134,0.00023722758846055384,0.07456328984617067,-0.0022390129807592207,0.005391077598352482,0.026631301173756044,0.0031020955980565297,-0.0069192564784711225,0.010180158749840362,0.002651571967917449,0.003639149819676595,-0.06614686514069175,-0.02420221338572222,0.009860200149989421,-0.02522100401714352,-0.031856155568037864,0.013465738397545888,0.09319043051917779,0.00790342370938914,-0.048238019402022284,0.007202338603239577,-0.003203212833157266,-0.0765882373199371,-0.006719049307512659,-0.043313928079912654,-0.025167231030401974,0.014093969171494143,0.0074508303964704705,-0.025420051249585764,0.0765398915315427,0.005013188790647818,-0.02251091187761535,0.006748177737006365,-0.0004782868059717777,0.0008419537208338671,-0.012577439521004924,-0.004724513951438969,-0.015662468003938494,-0.016915593993792104,-0.008645226554086284,0.05776602737583225,-0.0015231971371774246,0.0024805131948062464,-0.009487402155677158,0.06985365931684943,-0.0021638480049170814,0.01529702077674758,0.008373763102532713,0.03057458538725984,0.0009669425843905412,0.001703611859987522,-0.20916926967930333,0.005805375250736509,-0.001152920393477131,-0.08714084389039736,-0.02435628746231384,0.014837261562459438,0.009162363939638285,0.013220765321649506,-0.012834627548822508,0.01166561069753133,-0.02236416897945395,-0.0020341389526687967,-0.028938750581190973,-0.004873083559349053,0.0030925146261019344,-0.0040908678601340315,0.0
7,0.0027672236976260707,0.013368497720243788,-0.06401569847027404,-0.010086961439076648,0.0048415874587459376,0.025065148062504903,0.006152088744483546,0.009056612080859283,0.022094322122832792,-0.022129157209390245,0.016877421828892764,0.04365324985102044,0.025797567828683192,-0.016218179675343034,-0.00012836174097982666,-0.11668987629089794,0.022333347970730937,0.0651993145051216,-0.030407485387777617,-0.07858039384968689,-0.008693789569157541,0.052070643325964054,-0.034984320911540426,0.004127839277927301,0.011087260702618031,0.011341579765511518,0.010529755831736914,-0.0071542771092710095,-0.07911361943207575,-0.009259319788414174,0.007354478782746668,-0.0069025067550442165,0.005688338326258473,-0.00399256642416115,0.007138797641173442,0.02781638106742399,-0.1277991341967621,0.01992803344418248,-0.016757562817965,-0.0021135402479942364,-0.05592429251974251,0.0008889244308692391,0.004837559824435199,-0.014131638355870012,-0.03947412643701148,-0.011754375901235152,0.026944832773495696,-0.0025079358600913503,0.017735860116732022,-0.0029897314375413888,-0.03700979787318387,0.02398564993720806,0.029289245193335683,-0.01272840051385585,-0.1351116182908737,-0.024811865274016034,0.0013128901980741141,0.002823000765427108,0.024098976235374804,-0.01230603527315411,0.0033927907013798593,0.0022039169610497756,-0.015575498100628419,0.016481020979199238,0.017499761273897088,-0.013717985352787595,-0.008152617372089003,0.0
8,-0.014013479734092709,-0.03351099630496656,-0.01649600689012493,-0.0029152996202889132,0.0013170336689388967,-0.027841191898630484,-0.011315028380589802,-0.06267848137055457,-0.011817109311062524,-0.00017789446126119303,0.0012834695926369673,-0.17693969814415456,-0.02651558005650528,-0.012068273043132287,-0.036554527860477866,-0.021490789879201642,0.01700944638793697,-0.3128613561314823,0.0032464575510962514,0.0213185233246354,-0.014424504732476525,-0.02805566067156894,0.0316519350480481,0.0033127727164481246,-0.002708849525029295,-0.006649950084663263,0.009067877120892241,-0.019821634681339646,0.04422075022372859,-0.039642551225809085,0.021628885231652066,-0.01712692617263001,0.003429066759453293,-0.006929362169192413,0.00026859942175178194,0.0010000290298904063,-0.14933829779913183,-0.057910765733720136,-0.02538451966580524,-0.005769308661524468,0.031180628667013724,0.001453670563247022,0.003618379759917886,-0.019639839102396247,0.05546948728612916,-0.012912026296122234,0.01974037911852334,-0.01847195504266463,-0.012832995253509089,-0.0034985909534729527,0.1115409771282299,0.045586425797159144,0.006733248480685354,0.0020911955844278808,-0.07112803760256961,0.023891878609323743,-0.001839083571839166,0.010634814544236976,-0.027804495201046046,-0.015850938379990655,-0.008090663352564956,-0.00621626729717871,0.0016649597037123626,-0.0004965465776728974,0.0019481479044931927,0.007420177666488651,-0.0008787727998292132,0.0
9,-0.004430496674268637,0.015286527015277124,0.05330442161233741,-0.0019190587048272226,0.0003730076661583217,-0.049580774774106884,0.0013211628683811821,-0.010687790542031806,0.00618929976112934,0.005887133995142457,0.0048613792865000284,0.04223107978661319,-0.015461224986512031,-0.004141415219971519,-0.029872887185869265,-0.01094870639088938,0.0014670489327682566,-0.03252858765191046,-0.0099086515584692,-0.041863163996244575,-6.717548301672172e-05,0.04447258134649427,0.05290699884481562,0.001477331594341598,0.0014923875682592012,-0.0035591027842716222,0.006460697050517342,0.010905499428546668,-0.013266082537739813,-0.018787027376217128,-0.0005483033971880747,0.004327856352146336,0.0013203774146043346,0.003787100637505956,0.001022930637049303,0.004523435330715659,-0.08969090031831638,-0.03448479657846187,-0.011787050608537526,0.0024956158828077415,-0.016570109931075938,-0.0005437027798994641,0.0016945996380120665,-0.01868772375962558,-0.027416333163356368,-0.017295834004537432,-0.04133052224243055,-0.006416526153961147,-0.0008256325195814592,-0.0034980518584990777,-0.04748148661640265,0.04773214608739853,0.019907760757188735,0.011130867313309643,-0.03084748576437679,-0.03236260317494222,-0.002713226729918232,0.007067019341803007,-0.006450313198552212,-0.006024932098099414,0.008643758217102393,0.01475289446238147,-0.007331339174003835,-0.010914689641344621,0.007658830103552316,0.004230094116128841,0.01233678356348631,0.0
