,GEOID,total_pop,households,median_age,median_income,income_per_capita,gini_index,housing_units,renter_occupied_housing_units_paying_cash_median_gross_rent,owner_occupied_housing_units_lower_value_quartile,owner_occupied_housing_units_median_value,owner_occupied_housing_units_upper_value_quartile,median_year_structure_built,median_rent,percent_income_spent_on_rent,bachelors_degree_or_higher_25_64,aged_65_or_older_normalised,aged_17_or_younger_normalised,multi_unit_structures_normalised,poverty_normalised,households_public_asst_or_food_stamps_normalised,black_pop_normalised,asian_pop_normalised,hispanic_pop_normalised,amerindian_pop_normalised,white_pop_normalised,other_race_pop_normalised,female_pop_normalised,not_us_citizen_pop_normalised,married_households_normalised,nonfamily_households_normalised,occupied_housing_units_normalised,housing_units_renter_occupied_normalised,vacant_housing_units_for_rent_normalised,vacant_housing_units_for_sale_normalised,mobile_homes_normalised,group_quarters_normalised,housing_built_1939_or_earlier_normalised,housing_built_2004_or_later_normalised,children_in_single_female_hh_normalised,rent_burden_not_computed_normalised,rent_under_30_percent_normalised,rent_30_to_50_percent_normalised,rent_over_50_percent_normalised,aggregate_travel_time_to_work_normalised,walked_to_work_normalised,worked_at_home_normalised,no_car_normalised,one_or_more_cars_normalised,commuters_by_subway_or_elevated_normalised,commuters_by_bus_normalised,commuters_personal_transport_normalised,education_high_school_or_less_normalised,education_less_than_bachelors_normalised,education_bachelors_degree_normalised,education_graduate_degree_normalised,income_less_14999_normalised,income_15000_24999_normalised,income_25000_34999_normalised,income_35000_59999_normalised,income_60000_99999_normalised,income_100000_199999_normalised,income_200000_or_more_normalised,million_dollar_housing_units_normalised,mortgaged_housing_units_normalised,owner_occupied_housing_units_normalised,employed_pop_normalised,unemployed_pop_normalised,city_name_atlanta,city_name_boston,city_name_cali,city_name_chicago,city_name_dallas,city_name_detroit,city_name_minneapolis,city_name_newark,city_name_ny,city_name_tampa,pop_currently_unmarried_normalised_0.0
1754,-0.046826418808420346,0.03259202599586178,-0.025178210756196678,0.03154134414271426,-0.001165015579745493,0.012693326896051725,-0.028708965475936758,-0.04347038062626225,5.4618073497106206e-05,0.0002884017529141275,-0.004871154458371182,0.0012627949433168468,0.1033399847225655,-0.011165012849373306,-0.010043013857103088,-0.007205058105074116,0.07895824902299556,0.012513181066138952,-0.04350225695075176,0.0040727268471258335,0.027785197299375137,0.0187238613627182,-0.010734098175431637,0.023194830972009733,0.001913455279806143,0.022823094692804892,0.00798831192925194,0.007170411761769639,-0.00030250927906560365,0.00756060735280978,-0.0009667198415223592,-0.008264710500182527,-0.0012633083649846086,0.017879259210837377,0.03084819922253383,-0.007619862166873289,0.0016843538962346934,-0.06568362793318573,-0.014106508979223603,0.011118798774179789,-0.012196698370668875,-0.011294165725615682,0.007183058285372831,-0.002816011852136056,-0.02634762526841517,-0.03901025369401041,0.012583166733938497,-0.004360049803728364,-0.05535599280849582,-0.020347537878799293,-0.004602953486055437,-0.11580151772118764,0.04450669481774263,-0.011474488708427311,0.004371577325570176,0.0695268054471269,0.009297811133187757,0.008839644582996981,-0.014579731965799467,-0.015553956661587195,0.008108651829868955,-0.004569093567660649,-0.0005150140518028845,-0.0005736907346875739,-0.021058084824640964,0.004960543677659568,-0.004814165034798672,-0.0052824830485270055,0.0,-0.0002486873149356649,-0.0003525494055868886,0.002419918038643512,0.0014698891684704273,0.0004045378763942809,0.004227095315412938,0.0024975531093524017,-0.0031696549893283315,0.00011267929057489975,0.0
1755,-0.03283351103350199,-0.002176107497543546,-0.013441474237963368,0.01464284517382163,0.0068129236563533166,0.031340734256713916,0.04667704599466158,-0.036481072473391676,-0.003310135952211757,-0.0019187876002149647,0.03079603002674863,0.031586994312456936,0.009978469495258472,0.022694322041628696,0.009896482676924497,-0.002222275951030271,-0.02626526723062387,-0.0005755237358621944,0.047251965419688305,0.002540268437304974,-0.0011217476010217807,0.029516261927449532,-0.04979330638977734,0.0019830492867130224,-6.397475261595825e-06,-0.01572631964343468,-0.002960421105255312,0.012788402776773511,-0.004604823048025073,-0.029962677498149265,-0.011723901346466913,0.0010182917626476236,-0.016790269659762085,-0.001202124841013072,-0.006217568765662463,-0.003451217101114239,0.008170944079641489,-0.08789571307178246,-0.011853524908238917,-0.03583007230853797,-0.0026128807828511022,-0.031246983130284525,0.009797975023904334,0.008382635732780579,0.005749047149190873,-0.026206172152105012,0.006017606188335314,-0.028107364638397147,-0.04361606670972991,-0.014939527680509563,0.023536473342437966,-0.08428474523626903,0.09263619504079401,0.029848527295654893,-0.003800151527871026,0.08261960619794903,0.007864453642294976,-0.0029979734521650967,0.00515092458700231,-0.004476773428695856,-0.010270340481605656,-0.00758426055048732,0.011434859308015398,-0.00018397776076807144,0.026686230265903714,-0.01009815761782836,0.021807260049864705,0.012338451220155545,0.0,-1.9119377979897365e-05,0.0009964302612189748,-0.009829564360386081,0.0017294897953420677,0.0006380327170959722,0.004512823358959324,0.004090107355463859,-0.006521584885512495,-8.44026990843325e-05,0.0
1756,-0.021182093100999545,0.016687884069652062,0.026980323286347068,-0.022407887052444772,0.003091315871711001,0.016645749874722608,-0.016492184943414815,0.0274032062618482,-0.008553740274503637,0.002882877170438413,0.006365016693096304,0.007777782420629867,-0.10601928858158659,-0.019775366658147355,-0.020436037025607166,0.01505339676661454,-0.0242034699147335,0.004667209125210199,0.08156087746674032,0.008996715718059312,0.015143418695045948,-0.0035419376404406985,0.01612321921578597,0.02338895950735436,4.649924523015151e-05,0.03195825777784802,-0.0005247888495211103,0.011505999908380816,0.005698008812390251,0.0023345989793762223,-0.01420283870613562,0.04537708836315458,0.0007971885493454228,0.02365016222682845,0.07623941717076989,-0.0047754953963420055,-0.004542869868238007,-0.03175248984221307,-0.04681900059155955,-0.029342478183562202,0.006258523975628093,-0.034149926299482714,-0.009666723511095108,0.0033882113229149915,-0.007789058343895858,-0.01583589568121873,0.03353550071106442,0.013180121954113177,0.01543455490775822,-0.0005268746728964753,0.00652991881773109,0.032233106900802264,0.07780906528084808,-0.01320176504745993,-0.0043996313958539575,0.03860975590677719,0.01599058271452712,-0.00018360839836355813,-0.00011663206906864908,-0.001951179310454688,0.0016807898149237598,-0.004167248457817744,0.017798722032783574,0.005349552470323377,-0.006470989898248549,-0.002438766171627087,-0.0038440451205802965,0.006911042171743987,0.0,0.00019999484949322928,-0.001430291540461056,-0.004490053604138847,0.0011795383825869568,-0.0016041822322603893,0.0027460680690830964,0.0012913109588476195,0.006314049528120295,-6.395059694919073e-05,0.0
1757,0.02019998834886282,0.013952714051196516,0.005650140810392907,-0.1497197924546274,-0.03247495072777375,-0.09889667598567213,0.0038626114392380033,0.009509529436898203,-0.01486087906270573,-0.003175362046858705,-0.0015775316573546547,-0.001746852034582862,0.008257805371476972,-0.01196494312979953,0.003578109615484696,-0.024518527632536268,-0.030734916941166358,-0.018534739289770688,0.03338049763978621,-0.027450031150437502,-0.10394747541483507,0.014589264898621473,-0.008811368322705054,-0.03210207836989817,-0.0018460475932595326,-0.05755367792374265,0.004058549802900031,-0.025630071521733022,-0.016213969009395066,-0.07559278681158205,-0.017040345518887733,0.013629982736849375,-0.031234144280453215,0.010946855395500981,-0.004099857050341614,-0.0004715389412562192,0.008107055349209613,0.1260644993272695,0.07374152437882481,-0.043816685193718154,0.018200061995203052,-0.08581780343829465,-0.03877585223099114,0.009849734258691872,-0.059401211924840054,-0.008286243378864588,-0.07328877577919209,-0.09299285087876288,-0.11057595096991771,-0.0527041148807175,0.026163255781713808,-0.07115838388552062,-0.15939987470629974,-0.07477278920800208,-0.007851448531311693,-0.08638636792604658,-0.026025345088235476,-0.003933279687024319,0.0325610522446362,0.00849686099554694,-0.0006215691121824137,0.00022686839491588154,-0.08502041676046386,-0.017109355833441458,0.03727093481538174,-0.0070231439577321565,-0.0013162866593792078,-0.007844163342125881,0.0,0.0002597961763017181,-0.0003379317574284637,-0.01044412039085302,0.003252229464178811,-0.0062592683979157725,0.00412811139760593,0.004093914493585989,-0.0005600074577931777,-1.2647379562821107e-05,0.0
1758,-0.2136084903575113,0.00474185039464369,0.009445543029378486,-0.04578358303578159,0.00842026674994308,-0.04911598211310848,-0.05180326529849664,0.01198256597078375,0.0003757532483379385,0.006066631165948143,-0.007070372898898287,-0.0496506891576064,0.015457028930766888,-0.018643177187415726,-0.029358715383220192,-0.015814814510586524,-0.027663571222990624,-0.008034313329106075,-0.04356657006636196,0.013083283963644235,0.01542367458119331,0.013867628774321114,-0.007280348933496039,0.0089137533143198,-0.0026429225019073918,-0.04017262997004364,0.0034600248424441287,0.021937313171048845,-0.005199933330851269,-0.0060038942710053155,0.00675130232162268,0.0015948436628312893,0.011368161315653273,-0.06560159955030402,-0.00555269801639616,-0.002511489952071924,0.0031775730597041487,-0.1047087209250433,-0.0010182147053195683,-0.029843036949656492,0.014479807426277932,-0.014853070521103217,0.005328713670704878,0.0029920488697194815,-0.012247805833978413,-0.020520240371655604,-0.056244946925460046,-0.06855726313324256,-0.06408707419199412,-0.005812649063096142,0.023060952339471953,-0.04867954938946478,-0.10380733783826612,0.009234701441290433,0.019870795322138892,-0.04689591965221729,-0.029105557518965697,0.018924948935991844,0.008011145683757829,0.013133300428771703,0.003083811047515131,-0.004703149913534789,-0.04025109773092629,0.01784219238364253,0.03959828416335967,-0.018873817975548293,-0.0033275142138835196,-0.00048438034211372946,0.0,0.00017019101938187922,-0.0021060613182963786,-0.0011071920519582581,0.0014015864011472689,0.0005134096494646885,0.0024471555730692946,0.004241912473941556,-0.0013184011973219653,0.0001081222901284367,0.0
1759,-0.1662187607819374,0.006279968875987297,0.011333806726321867,-0.023902275522618005,0.00630539685465635,0.012917016854386532,0.0016501814580322635,0.02814131531114461,0.023735100118640984,0.013432311450620184,0.0028170056894277493,0.006541428346455184,-0.05528459862226528,-0.0011073252992321024,-0.0014595258888310178,-0.0071731784551718495,-0.025185701489362645,-0.001611617616683852,0.015248820237416584,-0.004928794728183552,0.02896054636534727,0.0011146381391868466,0.007457119411325694,-0.009269476799018878,-0.0004966011254798564,0.009487994341098016,0.004678756229122335,0.019077003725831782,0.008122558082048228,-0.05671514623688087,-0.02417856207014985,-0.005895165147298363,-0.0009168845631461712,0.00364305591226108,0.020148780040062687,-0.0021673606557494956,-0.0023706611139333285,-0.057223059333539814,-0.04399636578299774,-0.03547524482526945,0.005596607182689599,-0.021383170692122064,0.00612724060729666,6.806650722734218e-05,-0.009119633934112751,-0.0190741321638155,0.001925794698268518,0.007022317961145612,0.012242969342483336,-0.01972720749433655,-0.02535423282687054,0.014918326852600215,-0.14027589088420545,-0.014169931521694185,0.013924647408981172,0.022828344157562578,0.022372564812385934,0.0012665704533961545,-0.001870608522125238,0.010831247001483102,-2.763939030939281e-05,0.007076530000724239,0.006716232857054618,0.006948761319353556,0.02840427399812173,-0.017957297331147766,-0.002028042097439421,0.0007891953714535445,0.0,0.000444816729162481,-0.001430291540461056,-0.004869992384675069,0.0025966791211421997,-0.0025433097644832784,0.0040528984251522165,0.0028173345526917156,0.013116331489946806,-4.001151445042086e-05,0.0
1760,-0.03583151204248458,0.015752263300894593,0.013258209354693675,0.059227219665265236,0.008935001969817384,-0.016175489990916767,-0.008112454586205083,-0.01628703822357045,-0.0068474839086786745,0.002906311387962081,0.020783007557449076,0.014414904611891606,-0.023497734791496794,-0.026759219629205116,0.0053684912871281585,-0.010324723184057964,-0.026864918965878105,0.003636750019886474,-0.04079728298477349,0.00724298776218089,-0.02374137270964586,-0.004304055235040294,0.022566160826777846,-0.015848728561646323,-0.0011604801511778053,-0.0912221609103463,0.0008988533069963865,0.008551936754733256,-0.007474094089785849,0.036776395102678064,0.028982307179354613,0.02823252870537334,0.0038152811781722684,-0.02096764754284382,0.009042046121822172,-0.00038235116235767403,0.004127069301122702,0.06943707220707367,-0.047064697132871924,-0.024251667171343038,-0.00663085578325649,0.045943214764184045,0.010018989805847795,-0.0027800268831139705,0.026479748231173186,-0.015550912109930913,-0.055558163091509,-0.08801582426190036,-0.009017999626463385,-0.028140987553919,0.0158392118068688,0.0018586582958447116,-0.08698748399804365,-0.013586154541854264,0.017225663841185332,-0.05724913241792538,-0.005057780875550791,-0.00586593860903033,0.007677037788882333,-0.00508542607702542,-0.021451778525957255,0.009020990969605437,0.009534012525022964,-0.003519046396498375,-0.015970816053239714,0.007400192544200382,-0.004725165987950732,-0.007361377979013504,0.0,0.00017815233833561273,0.0008848597796064015,0.0007087269168472541,0.001372351381375138,0.0011736741402308237,0.0027150405548416433,0.0031776280772855257,-0.00021256407367412268,0.00014235095716214595,0.0
1761,-0.045077809768668015,0.009826558405627118,0.00866852477347632,0.02842967230455195,-0.0002084522592334343,0.017755240050427102,-0.009047037373278076,0.022670989553752678,-0.01565679285898007,0.014111325400856379,0.001914098499959863,0.002961636194843377,0.015894370223007565,-0.013288626162786941,-0.013046095958178319,0.017519461195874622,0.07438761228316074,0.019871889413352377,0.04687675209583035,-0.0026204214723505137,0.022854420954808663,0.026439975936012758,-0.03160261583553773,0.02575936379862844,0.0029752194359928133,0.009521446235325184,0.005914973655972414,-0.012175672875338047,0.006419898319218766,-0.020125640627191445,0.006141921293534456,-0.0010609779602814002,0.010672349821769355,0.011639047915313654,-0.0022573170245489636,0.017773838805506363,0.006438842829682105,-0.06175547696367849,-0.027627656458982495,0.015680708275774616,0.01046902439214912,-0.006885589826661398,-0.0015451135497472365,-0.0021825132654249386,0.017534006994870115,-0.012069565939421123,-0.004565230933809755,-0.033097489532825035,-0.0029561334677874634,-0.010865002131473577,-0.0027196528680670036,-0.06171421193807076,0.048924565296930095,0.040180940342668905,-0.009767881477126155,0.07483800816629792,0.014674054606377163,-0.0017162611724965836,0.00430830059786844,-0.002455041665273772,-0.009678496454221917,-0.005626569675211249,0.004033620582577219,0.004253100679103753,-0.011697875097695237,0.0028688355267814307,-0.0018687818012546626,-0.00417810288578151,0.0,-0.00028868419460370694,-0.0003525494055868886,0.0007595612108906495,0.0015212761665997817,0.00032420403633033346,0.003920997548809572,0.002781108935186606,-0.0005054324446741616,-2.9396438416899248e-05,0.0
1762,0.18600956422803516,-0.004729622796878834,-0.007548390300251574,0.05808698254536344,0.008029898680783878,-0.01735947958608043,-0.01482825570623117,-0.018453401582875718,-0.009066344007607141,0.011551840579642075,-0.011053030272164713,-0.014133948666333917,0.1738998802826175,-0.019126964422382278,0.01663229657932267,-0.008325972056811567,-0.04344571282704849,0.008497181834601806,-0.08837444334157539,0.0012746763864520843,-0.09727055768451844,-0.00451933057178943,0.024611723897867248,0.021781731667673564,-0.0008586223427391637,0.017273019645113945,0.019769165619169114,0.00820867757584786,0.002438632267049489,0.051870605213858736,0.037536428395113085,0.03531178203016774,-0.00033982722042671986,0.010417065125120056,-0.004008875172041249,0.0011025885016347717,-0.008201300248307746,0.032341183299930874,0.11095937242018307,-0.026733208593335986,-0.004165566622153728,0.08044466116600912,0.01054463588088534,-0.011366181140568074,0.04133270677507928,0.040248206020303434,-0.0032118584356001386,-0.09730300303362441,0.006500760771678618,-0.02610721075077027,-0.00916699967026916,0.02195085656510583,-0.07872712041961648,-0.0013999062385784496,0.03692498860634475,-0.050147839379907806,0.015971413694202897,-0.0033833505280622725,-0.0005034212369747765,-0.016095280717412362,0.00975303080120247,-0.009755385097438746,-0.010615791145929481,-0.005244733839159666,-0.015632992401358455,0.010061569798060091,-0.004293998007428131,-0.006888159535628374,0.0,0.00019926049520380205,0.0008184600719433153,-0.002078890460526529,0.0016231164998943774,0.0005465387511655571,0.003469421896312116,0.0037261885980319777,0.00019178747125780953,4.878028189071688e-05,0.0
1763,0.035335109491737786,-0.0031086935050335766,-0.009337807381063386,0.043634459302113376,0.00042515178794841693,-0.04788626568034863,0.027584331543617113,-0.02794863140556448,-0.011425162853174036,0.013012309833987244,0.026897942395292553,0.005199925066944943,0.20570606063405478,-0.00505842450555293,-0.0009218081828227345,-0.007825693121847882,-0.04304209371253267,0.008522580897041826,-0.07217825597266722,0.0034633762099768794,0.029742240087546196,0.007734853316482499,0.0364866365119779,-0.018128066168807785,2.5586872888199474e-05,-0.011855363238636077,0.004256650590654801,-0.05558262942604041,0.008099122310955035,0.03917485718987848,0.03852167921336013,0.0002485560441292103,0.019628644171877804,0.009223547670323518,0.0015329521095963747,-0.0006828045674634964,0.007132982321931744,0.019933568746307286,-0.04759991372306464,-0.02427768594856825,-0.0005897707555084966,0.0042469604038310495,0.01269193677609912,0.0016966920312953247,0.01929272735896628,0.04159392595730722,-0.03566315265927188,-0.052957329036456925,-0.0040036992941259505,-0.026182760341876575,0.012636907476195931,0.006998854058717454,-0.117584327403477,0.007132300115478843,0.015376109068539505,-0.0652864544953064,-0.03609913337936683,-0.002200740332512168,-0.003280185675739278,-0.003291946117478885,0.003625145073218516,0.032363670932556626,0.0016897897991443075,-0.002081779277218741,-0.0175444309273832,0.004205002837120334,-0.004213265710507429,-0.0025334185933414775,0.0,0.00020837153171542893,0.0008184600719433153,-0.0009125751206600523,0.0012644742645649457,0.0004234819624732572,0.003498636244448362,0.0036484439595272575,0.0009899728603113094,5.330558051793943e-05,0.0
